#X_ITRS,Y_ITRS,Z_ITRS
-2038105.9382005422,-4483770.179758275,4041619.902332724
-2037166.607062258,-4486504.902017813,4039074.9224528563
-2035886.8608550907,-4486400.718599718,4039830.5856658258
-2042269.2200465081,-4485017.686595849,4038159.771080632
-2033096.7804482917,-4481979.070025598,4046102.956896041
-2038657.9332618108,-4485065.425586145,4039915.364742311
-2035318.2099805064,-4484633.726805307,4042063.6125672227
-2035181.8442281878,-4485623.186244169,4041040.910207534
-2038515.582753402,-4485495.967215386,4039511.9246307584
-2036690.9806988174,-4486597.481938647,4039210.997339817
-2035971.7305938047,-4483830.196750839,4042622.360277922
-2038670.3218332524,-4484509.6597668715,4040521.95176165
-2035898.6852056799,-4483870.697711241,4042614.278747461
-2038702.3701713681,-4484674.257437131,4040324.418412364
-2038517.8416720387,-4485545.486468205,4039456.193376221
-2038668.6812179189,-4485177.836340348,4039786.038401504
-2035231.4821909308,-4485834.747124678,4040782.7875714917
-2038279.8356207835,-4490020.113055296,4034641.6212033653
-2035679.730350434,-4486360.24371624,4039978.9271386894
-2038170.2625097448,-4483717.480515094,4041645.8005391904
-2038164.5708396167,-4486033.148930571,4039095.382835715
-2037834.895053093,-4483500.054882903,4042053.4591545896
-2042252.1884820703,-4486145.442294061,4036924.8299733456
-2036889.1009970838,-4479668.180391959,4046752.077897528
-2036919.3666799262,-4486671.194463607,4039015.3649086775
-2038791.961709245,-4484589.612324555,4040372.8885762184
-2035334.2204674548,-4486157.495922333,4040375.4803762366
-2035392.0504672278,-4484227.022251673,4042475.0738984714
-2038701.9716565397,-4485370.344608792,4039557.1087463554
-2035142.3878629417,-4487076.277164766,4039458.4813192454
-2038440.3001817104,-4485832.238039049,4039178.8459594166
-2038818.185875351,-4484939.011113554,4039974.508845017
-2038163.4475069458,-4486135.929672156,4038982.6187454253
-2038751.514380783,-4484310.812069482,4040700.547781799
-2035273.1093071252,-4486123.512582311,4040443.5499443617
-2037879.405420709,-4483451.37945745,4042084.841847095
-2038155.7867377542,-4486153.267436269,4038967.337913308
-2038941.9364605485,-4488323.091872921,4036181.2404548624
-2031793.5950041583,-4489933.776302672,4037984.5842984514
-2037836.186976425,-4486392.373957016,4038863.7267402974
-2036636.862312821,-4489616.838687573,4035908.9374043574
-2034986.4622918097,-4485049.899182591,4041770.8503599293
-2038850.8745102917,-4484925.39086172,4039973.1588638737
-2035638.5996231192,-4483908.319680215,4042703.0257206066
-2030904.152654425,-4488766.596604429,4039716.8809598694
-2036345.2345643633,-4483466.19535163,4042836.6904432722
-2041060.5724144427,-4484746.762312059,4039063.683378626
-2038819.6757416679,-4484344.651829538,4040629.106373855
-2035205.0761150052,-4486115.2439443255,4040486.73232856
-2041831.206259401,-4487368.192507441,4035787.4122002935
-2035433.1895733739,-4484063.136373032,4042635.1762611493
-2037347.2490815257,-4486662.935661432,4038810.223322996
-2035013.3487825014,-4485797.512770557,4040933.0653559896
-2036004.9805395326,-4486692.483829975,4039449.739382605
-2038711.6169012499,-4485548.270942789,4039356.0967442626
-2035541.6684893328,-4483941.568846319,4042714.9000421176
-2034914.4783365773,-4485144.330745516,4041702.773199489
-2042429.8616514772,-4486801.019660988,4036113.0231892564
-2037009.4164475314,-4486770.520138462,4038860.7585158166
-2040083.781004323,-4484574.324215958,4039742.9100737455
-2035850.72394307,-4483669.632721203,4042859.9890105557
-2037250.6981400542,-4486726.6523789475,4038788.313600844
-2038111.5716782294,-4483445.554711455,4041975.0147632803
-2038527.0945577528,-4485900.765825067,4039059.827501653
-2038696.0952337347,-4485663.995980231,4039236.2696923553
-2035047.6831873106,-4486016.488548773,4040674.4297606274
-2036680.98896235,-4486836.270278927,4038952.7111448087
-2035002.1200192783,-4480724.641683496,4046532.0609031916
-2038806.7893779688,-4485486.966359724,4039376.0370549224
-2037562.5805969054,-4483244.255629567,4042471.8570389734
-2035237.9114844769,-4484181.362716588,4042602.5982643594
-2035186.4985323972,-4484245.490079805,4042557.6344257225
-2033110.6970630938,-4483990.241914067,4043878.4603994587
-2037054.8236025306,-4484960.12827879,4040834.169554063
-2036719.255950625,-4486872.6413022075,4038893.447359221
-2044695.7667137235,-4481983.10342968,4040290.7057332457
-2039017.3901844828,-4484712.347683499,4040124.6841943106
-2038618.4358375387,-4483731.0287261,4041406.454429603
-2037987.6184245273,-4486476.997561512,4038694.596103223
-2038906.2408993419,-4484155.76789866,4040794.0261404477
-2034793.961891427,-4485062.68406332,4041853.141814741
-2037097.8277448874,-4486861.890985098,4038715.7435655766
-2035975.4444371017,-4486823.445438953,4039320.129669382
-2035090.2792161694,-4486238.180553797,4040408.662508402
-2036555.145397766,-4486913.07013777,4038931.043185352
-2037166.5364772498,-4486844.825287724,4038700.15669254
-2038356.917915955,-4486222.6647484675,4038790.110387182
-2039882.1708307357,-4482379.48791609,4042263.8971356265
-2034483.7594551607,-4490062.549713569,4036495.5883366694
-2034761.0703707451,-4485257.149977839,4041655.1920488286
-2035280.0301007917,-4484019.866177297,4042759.575672567
-2037055.323509946,-4483140.043041034,4042840.7543598744
-2037019.7518078014,-4483131.45435398,4042868.035627843
-2034851.9777417697,-4485896.288339426,4040904.9560622
-2037362.8573917192,-4486838.444563671,4038608.8909879597
-2036927.2626078327,-4483110.473532118,4042937.480056658
-2037907.056039675,-4487034.23813115,4038120.5187705904
-2041153.6850158959,-4483963.132736893,4039881.094264299
-2038921.6103725217,-4485555.847855887,4039242.595203997
-2038535.4182476834,-4483523.67579607,4041676.6510886876
-2038312.109124496,-4483364.825741548,4041963.614520632
-2034704.549131528,-4485188.223033937,4041759.4923606897
-2034429.5500973684,-4480640.681595998,4046911.3309295196
-2032772.713258562,-4484746.685624445,4043213.6358387093
-2039134.301948747,-4484719.23801051,4040058.547234699
-2035542.3443703242,-4486735.123243672,4039634.374518667
-2035191.3063559362,-4486489.282752514,4040081.210007134
-2038871.337220775,-4485714.283582341,4039093.075773901
-2038043.1607996111,-4486565.788185596,4038568.8841313347
-2038297.9473292187,-4486385.921370097,4038639.6303631547
-2038197.3038879228,-4483262.85741435,4042133.53018723
-2039117.6180319325,-4484378.887689574,4040442.1731192814
-2031870.1600097136,-4486423.432059187,4041816.770116571
-2030968.3767789272,-4485049.33621525,4043783.3928415715
-2038600.7626380175,-4486127.121427056,4038773.3598548993
-2035173.5844500011,-4483991.537779028,4042844.109801338
-2037707.8494677271,-4483080.885472985,4042579.251271665
-2035322.36086618,-4486644.44431944,4039844.5069278614
-2035711.177962179,-4486907.5563482065,4039359.7111454867
-2038978.6942673398,-4485589.893981766,4039176.472926199
-2038734.4150713603,-4483609.800241805,4041482.048847723
-2034805.4409017202,-4486066.58406597,4040740.4889035313
-2040903.4247290925,-4482559.693556322,4041553.8428054717
-2037544.538673602,-4486855.6598450355,4038498.938515106
-2034573.6439777573,-4491556.141942053,4034803.739385201
-2036907.747815975,-4483040.840966534,4043024.0286513926
-2036008.5418261753,-4483315.957046634,4043170.931564854
-2034652.162847468,-4484993.00295517,4042000.973676575
-2035874.5573046852,-4488549.309222527,4037467.6994526805
-2034705.178648274,-4484739.055306324,4042254.43174199
-2039115.0843715288,-4485324.7017489765,4039400.58243617
-2034610.304002033,-4485335.593182354,4041644.1913876645
-2035888.1069618808,-4483365.985613487,4043176.073540778
-2037557.6132227932,-4486873.932292059,4038472.244580685
-2039196.8328261597,-4485002.935186227,4039714.4310623026
-2036770.6207417138,-4483040.175015305,4043093.4247224787
-2039073.0723013463,-4485465.773698783,4039266.071933428
-2037890.0479430603,-4483081.6924878135,4042487.131668545
-2036915.8624021255,-4483012.335327923,4043051.3960043387
-2038812.2186293867,-4483628.163200672,4041422.8442311506
-2034738.0518334422,-4486022.327946093,4040823.028742434
-2039228.7428637259,-4484845.274802269,4039872.2903102986
-2038829.6661203806,-4485929.265755676,4038876.9007585566
-2036286.6147027127,-4483156.780135182,4043207.205146292
-2035081.2086356974,-4484003.062985757,4042877.656145813
-2038160.1049395415,-4486591.4873311035,4038481.9922630214
-2037261.3481368944,-4486997.753489658,4038484.0635263454
-2038562.1962798282,-4483377.048846833,4041824.9144960265
-2035736.8526248524,-4486958.010954013,4039291.22391644
-2034937.5976039795,-4486456.844973187,4040244.0122260093
-2033236.8321200034,-4485970.916847152,4041631.4003723585
-2038217.4534086806,-4486602.105953188,4038441.5687917527
-2039813.6601509526,-4487204.247028293,4036978.3979526507
-2039207.3225987235,-4484130.180848447,4040671.481972978
-2037514.8456712577,-4485142.255039693,4040403.015029109
-2034763.4616333256,-4486289.582078216,4040515.6298887804
-2039319.5762993172,-4484476.921359727,4040232.956863948
-2037965.2704662909,-4482990.459782131,4042550.0601484715
-2035258.083555607,-4486796.193722143,4039709.3719854085
-2037203.1390075185,-4482890.091947152,4043042.338030505
-2034520.956612961,-4482848.285522198,4044431.4470096827
-2038136.3121707446,-4486701.516649303,4038372.5868166974
-2037400.1369441494,-4482887.264416111,4042946.8155613043
-2034591.4971192349,-4485660.194797934,4041295.7009339314
-2038810.228518058,-4485586.567192923,4039264.4946421455
-2037482.442122211,-4491048.894807638,4033906.5493689673
-2035260.6669309905,-4485758.610361314,4040852.1230677287
-2036499.4970399765,-4489874.73140982,4035693.3646543906
-2034957.7434508489,-4486576.44440418,4040102.0539350407
-2039330.3655512424,-4484330.33888427,4040389.177080489
-2036563.7579814247,-4487198.828588508,4038611.652020594
-2037726.03434034,-4482891.263394082,4042779.2240615985
-2036285.8093317817,-4483017.183796432,4043361.528032519
-2039356.113382824,-4485086.781666056,4039542.2271085465
-2035348.4530922945,-4483542.8774238555,4043251.245344557
-2039314.51439775,-4484131.9440043615,4040615.8652050113
-2036506.505188895,-4487229.898988487,4038606.06106005
-2035604.1859280576,-4487055.648028417,4039249.997193471
-2038375.0912710624,-4483073.625874528,4042253.1567549077
-2037465.2885506116,-4491315.501153311,4033621.1769506857
-2037717.9362715788,-4482859.260184428,4042818.5657978994
-2034675.632420628,-4484315.726446504,4042735.9905513725
-2039349.2102845258,-4485281.832025976,4039330.620098071
-2037392.9357417729,-4487130.679686468,4038271.610348472
-2039434.5626517625,-4484877.908801151,4039733.2505335924
-2042026.8560112452,-4481793.756243959,4041835.8485403885
-2036526.1190954244,-4487265.64774851,4038556.8232910284
-2034983.9071587853,-4486722.76836618,4039927.6157996743
-2037150.1491381272,-4482792.887658994,4043176.0488688885
-2035231.2502031059,-4483577.277521572,4043272.0010456922
-2038366.3553287322,-4486665.600847742,4038297.001352755
-2035816.1400571608,-4487177.25233319,4039009.7867451245
-2038769.1777012404,-4486329.282678736,4038466.1276416737
-2034759.3385632888,-4486525.067233648,4040258.0472637936
-2037989.1539885288,-4482862.009892103,4042679.730767995
-2038727.1044589193,-4483209.7870785585,4041926.7659134255
-2035031.3152199807,-4483743.844650048,4043188.4540406605
-2039425.9893597774,-4485178.637500425,4039405.9583493248
-2039124.0107176367,-4485889.786822634,4038773.047229071
-2034337.6149505465,-4485439.186227763,4041666.5090858024
-2039411.4653953044,-4484082.378046388,4040621.9719139896
-2036628.3675216571,-4487331.57446199,4038432.934690838
-2039521.7810282642,-4484501.35490538,4040104.769067895
-2041966.6357281627,-4488942.198100037,4033984.0939635336
-2034752.6052291964,-4486618.089000473,4040158.8524883804
-2039466.5517061658,-4484154.064929272,4040515.346971872
-2036359.9191767788,-4487347.677834523,4038549.595549569
-2034455.3277755359,-4486747.248427674,4040165.2923845416
-2035366.3716321748,-4487103.824087395,4039315.955573091
-2037349.7986064164,-4487251.387244567,4038160.117064935
-2035877.5100598738,-4483034.818518783,4043546.526085223
-2036483.9150925337,-4482801.942470221,4043499.6593740983
-2036737.879707382,-4487365.102386626,4038341.132073532
-2034249.7866749188,-4485239.903886823,4041930.215862639
-2037417.6666645412,-4482683.563516932,4043162.639774665
-2037822.5802408936,-4482720.916197989,4042918.707608653
-2036739.1796370258,-4488529.07928613,4037057.074406194
-2035257.331274157,-4483407.542018209,4043446.093040713
-2037089.3900314383,-4487342.351682332,4038190.210091914
-2038802.8852496315,-4483121.479827494,4041986.189238663
-2029956.3289915798,-4487169.277215937,4041952.684289816
-2037843.4356425544,-4482709.4002981605,4042920.962453686
-2039551.7753269537,-4484226.052118243,4040393.300662139
-2034379.5893644732,-4484546.003435193,4042630.319633544
-2038606.4778872328,-4482979.443182898,4042241.1439646916
-2034189.9958544823,-4485016.955143182,4042205.9785171845
-2038233.3804500657,-4486911.4656874575,4038092.4922635853
-2039183.4795676866,-4483442.574385412,4041441.5789093124
-2039586.3974333287,-4485129.843482303,4039379.43990798
-2036044.4827650283,-4482892.924028607,4043619.3736721943
-2035963.1326375206,-4482916.621981638,4043633.977542105
-2034295.7039836505,-4486093.617200471,4040965.9157239012
-2037789.8968077295,-4487182.456108853,4038015.756446127
-2038373.7264754763,-4486441.177893764,4038540.7603732687
-2035607.6126133555,-4487314.3891259385,4038962.9921628856
-2037664.112563781,-4482619.998216739,4043109.327663341
-2038303.0109559149,-4486939.317900819,4038026.917129538
-2039674.7539153376,-4484451.926763998,4040082.672734658
-2035774.5353240801,-4482971.984350373,4043667.368504887
-2035216.8287451759,-4486396.2276289165,4040171.033571791
-2035002.9531315814,-4483519.855336084,4043449.627148277
-2035506.2161329086,-4483120.34267045,4043638.1397253075
-2043926.2679452563,-4482320.82535148,4040303.6325843823
-2033445.4586704117,-4489626.006327198,4037496.817609656
-2039675.9378991371,-4485021.466021635,4039454.1030505756
-2039394.788518586,-4485835.929264503,4038696.8479277487
-2039042.9426070028,-4486336.12225355,4038321.507684246
-2038692.5300661672,-4482915.703333712,4042268.3360956665
-2031992.9639524177,-4483111.30654175,4045407.2463733493
-2039561.6905557083,-4485552.434150756,4038925.8604575773
-2038154.501374622,-4487084.679647533,4037941.00173718
-2038463.81177113,-4486891.9712766055,4037998.6061321716
-2036196.4930044396,-4482735.691217562,4043716.6253223494
-2041000.293366395,-4479744.951311273,4044608.8880054527
-2037818.2557798808,-4480837.34117548,4044997.7122106915
-2037057.5755777007,-4481534.861310491,4044609.508144477
-2038792.174468536,-4486652.031632011,4038098.7481649565
-2036198.7492317355,-4482718.670570746,4043734.2626426965
-2034171.5503353977,-4484687.460326936,4042578.517131153
-2033343.0444151966,-4490505.229475054,4036578.662262574
-2038620.9808020308,-4482813.406257971,4042416.955262546
-2036499.0863007715,-4482612.66473653,4043700.7614787775
-2037256.7991742715,-4487474.247430557,4037960.956656389
-2036806.1055859325,-4487547.23171074,4038106.153542968
-2037084.4186718536,-4482505.461201243,4043525.879053337
-2029805.1109323085,-4487267.183829896,4041920.4493446373
-2036162.8644034695,-4482696.633910781,4043776.5285005067
-2037331.7664457038,-4482488.080013243,4043421.192524618
-2039124.7883874762,-4486889.7088004,4037670.138845898
-2035509.5374112306,-4483008.412574702,4043759.891391742
-2039557.9748932773,-4485704.537693333,4038760.0108216833
-2033234.8686508904,-4483247.980318552,4044634.706995938
-2038443.0225682026,-4486975.611156947,4037916.793877455
-2037233.7370397542,-4487501.613553508,4037942.330223366
-2035567.9877512269,-4487427.7843626905,4038857.802828377
-2034132.3017148594,-4484629.039298499,4042662.584882569
-2038400.5787832185,-4482660.36492852,4042696.05832992
-2038605.906831417,-4486876.215572295,4037944.82910828
-2036062.8314829487,-4487568.432221193,4038454.9473678474
-2039650.862002626,-4483802.034059626,4040811.2107672757
-2036651.6504640805,-4487596.4938518815,4038129.1750883283
-2039378.977294488,-4486077.186060894,4038438.7539141723
-2039818.0080913522,-4484942.638440822,4039469.8818461117
-2039150.0609487349,-4486384.382012818,4038214.6603093483
-2038906.4414020774,-4486851.91834987,4037821.136726602
-2037264.6601833045,-4487520.031007141,4037906.539318071
-2035158.6038928826,-4487311.656252255,4039190.831522168
-2034417.7033105,-4486706.96838787,4040228.5445493734
-2034650.8810313998,-4483677.603502696,4043451.9815410036
-2039858.0338884483,-4484612.323864971,4039814.046777819
-2038972.055761536,-4486606.1726394845,4038059.2429871983
-2039377.7929081887,-4486128.837967983,4038382.395303961
-2037443.8056671228,-4487494.46349606,4037845.0290828384
-2039415.3685115732,-4483333.3366859965,4041445.9143224577
-2039850.2877820805,-4484971.983161721,4039421.36323552
-2039454.4870714203,-4486029.530030579,4038453.490700468
-2034820.2154994314,-4491625.314567901,4034604.00686922
-2039430.084125219,-4483338.085218348,4041433.3102161624
-2038107.935996163,-4485778.251244263,4039404.7923050113
-2036152.2185812076,-4480062.218945784,4046686.578201349
-2036658.6896892898,-4482480.987469771,4043766.033442431
-2039642.1517958331,-4485709.460507253,4038712.43413756
-2032354.248188805,-4480638.725145985,4047952.626047979
-2035857.6672157242,-4482741.488487814,4043879.8888891726
-2033968.3461215643,-4484461.578627542,4042929.3231311217
-2039837.8498589252,-4485164.705179784,4039215.0948446416
-2035417.3825323125,-4482969.751702792,4043848.6625324017
-2034984.585445741,-4483288.240959171,4043714.2033262094
-2034333.2991624137,-4484049.289655793,4043201.1770079704
-2037350.2015059064,-4482398.701025751,4043510.5115058077
-2035245.7359766543,-4487414.318682604,4039034.0069384174
-2039307.8808997127,-4483146.091172994,4041706.192986609
-2038234.9236880757,-4487210.610174704,4037761.881325866
-2034995.420713464,-4487294.831756084,4039291.0908080162
-2035679.9769224522,-4487578.893624858,4038635.1141706645
-2038105.9020210605,-4487284.336218681,4037745.1938984627
-2034505.187593727,-4483761.871490517,4043432.018344214
-2038878.2461140153,-4482778.865492526,4042326.223094963
-2039918.556029221,-4484349.341595424,4040073.707913017
-2039380.8873676532,-4483169.916885846,4041643.3670922783
-2039090.8429178472,-4486597.760462735,4038009.0396052743
-2034435.098598468,-4483806.104984916,4043418.3409883208
-2035617.6907614996,-4482793.981483756,4043942.1700208085
-2039209.681250167,-4486477.374929798,4038082.2729831766
-2034092.606751317,-4486407.801160878,4040721.1890495154
-2034700.8205104126,-4487151.786703632,4039596.3241859917
-2038149.6805676124,-4487301.47865546,4037704.3719206355
-2039963.546579462,-4484807.578364477,4039545.926240427
-2034043.227458678,-4486323.643610898,4040838.7066135174
-2034827.4307643566,-4483346.18619596,4043729.0025607543
