#X_ITRS,Y_ITRS,Z_ITRS
-2034157.3316806592,-4486547.7103492245,4040534.5156356064
-2036704.2338500684,-4482396.612742679,4043836.260726786
-2034540.7290150914,-4483646.912596223,4043540.9764215816
-2039841.4926960445,-4485460.660974766,4038886.94847108
-2033984.1034840357,-4486233.821168507,4040967.349639478
-2036112.376370761,-4491353.365101571,4034256.8534350344
-2038936.5347290565,-4482749.188792526,4042329.758701484
-2038591.1027484399,-4482562.343901718,4042708.738311261
-2034239.6544465541,-4484031.642875615,4043267.523891576
-2038708.8579697758,-4486985.251282067,4037773.0564528615
-2039385.464819786,-4486325.299939973,4038161.933894858
-2037207.8093734835,-4482308.668541691,4043681.0798660447
-2037536.4896891254,-4487596.503036139,4037686.1113538956
-2039724.6378841798,-4485798.412339507,4038573.0532546886
-2037099.5736042191,-4482309.136768922,4043734.7590328893
-2039455.6824958322,-4483158.746197349,4041618.2327940026
-2039557.1641218597,-4486123.312093386,4038298.6740330933
-2033814.5412247567,-4485111.039359048,4042290.2371200826
-2036182.0618891765,-4491142.819254197,4034454.1096535157
-2034429.4247879554,-4483699.765305359,4043538.4326232863
-2039203.4095655722,-4482886.121596252,4042045.1472683735
-2038042.6060853298,-4487420.42708197,4037626.83274957
-2034234.3885197877,-4486786.5508647375,4040232.5852530347
-2035630.5965164558,-4487687.271480706,4038540.3417873913
-2034787.4504736324,-4487318.617628046,4039368.998518687
-2034492.261302302,-4483588.480945504,4043629.672036866
-2039854.8611246275,-4485628.219706374,4038695.503579782
-2039895.6594794763,-4483760.646681238,4040734.2705603703
-2038661.9830943048,-4482511.60232824,4042729.1952654966
-2041341.8436773953,-4488768.788101237,4034488.1403930467
-2034544.1642106757,-4483499.701901553,4043701.5716131967
-2036723.2997414456,-4486180.464736065,4039654.6199220903
-2034993.0440032475,-4487512.107356269,4039052.7116988422
-2039432.817569187,-4483019.184901415,4041783.562625572
-2040036.2990128985,-4489738.53073548,4034072.605064433
-2033942.6786245154,-4486410.045359881,4040793.78607269
-2032958.7417826564,-4485698.820098872,4042070.660035512
-2034867.0920992265,-4483134.731075466,4043942.294952713
-2040130.5035482426,-4484573.456404474,4039720.4721779586
-2034247.2542238052,-4486956.429270624,4040038.8343997244
-2037320.3694964733,-4487767.286810058,4037606.019256048
-2033952.8401451104,-4484279.638263662,4043137.6955878483
-2033725.7858470245,-4484958.419574504,4042502.957743379
-2038845.0536472914,-4482509.794868195,4042639.5217318134
-2040127.6458636934,-4485017.43484088,4039232.3702155896
-2038695.4627666147,-4487164.444975399,4037582.1837866297
-2040315.4417885682,-4486451.355135574,4037557.289982254
-2039157.5904317885,-4482692.7564943675,4042281.2949968777
-2034259.1196100635,-4479472.010375699,4048285.2510409304
-2039932.0034543988,-4483584.1385899065,4040910.691239475
-2034180.466950248,-4483835.289636491,4043513.6601150115
-2039996.057799941,-4485560.887237845,4038699.0451911567
-2029538.4392546483,-4486173.252201701,4043260.150759555
-2037524.6097233992,-4487748.840880452,4037524.0913771754
-2038188.4402694383,-4482246.908564374,4043258.158648115
-2040096.6122329547,-4485316.1731495,4038918.5189084588
-2039072.5864048528,-4486906.626642665,4037677.6235426147
-2033971.0847892973,-4479927.119334997,4047927.6694082646
-2033622.0718005558,-4485223.319620959,4042262.808957975
-2038036.1669988907,-4482190.015445605,4043397.1350268507
-2033929.4685835752,-4486651.2669672435,4040534.4284033645
-2036114.1686412005,-4482340.0218786625,4044194.1134889564
-2034741.986253947,-4487486.527116978,4039206.6253588623
-2039621.0971521598,-4483029.419432484,4041678.0032847426
-2036081.622365725,-4487927.011279129,4038050.167393722
-2039302.801263177,-4486712.957833427,4037775.8913634666
-2034808.7818535615,-4484845.0404373715,4042085.696169307
-2037219.335873006,-4482116.874906442,4043886.780982233
-2039775.8717287087,-4486110.709840117,4038203.058831394
-2039262.1816526398,-4483285.759936286,4041575.0758746997
-2033658.2627486635,-4484849.465590951,4042656.9008825473
-2030392.3712807111,-4483683.177093689,4045578.1422076738
-2036359.6298348233,-4487957.738328335,4037877.084665643
-2040498.118037698,-4486789.027198624,4037093.502057095
-2039989.295712431,-4485754.573052789,4038488.87212839
-2033888.1505870498,-4486660.484729201,4040544.95345575
-2042323.6026186002,-4483092.93071325,4040254.7863250086
-2040232.6921148007,-4484281.48060779,4039991.238654425
-2038120.8155899846,-4490311.971333275,4034399.4407559903
-2036161.3888700423,-4487968.6802443145,4037964.2825780027
-2038249.5302185072,-4487529.587768607,4037402.8612990323
-2039154.5940699778,-4486915.247478698,4037627.055573742
-2038266.4299522513,-4487532.5181910265,4037391.1682248814
-2037059.5497496861,-4487937.911436803,4037548.4844393763
-2036617.7978798926,-4482140.2026245305,4044162.2597271586
-2034043.4334041674,-4486955.336233544,4040142.0960371727
-2034011.7459740657,-4486922.056999365,4040194.6563071795
-2034150.5434508608,-4483676.181927148,4043704.0762640066
-2036317.563204788,-4488016.246872393,4037833.636307462
-2040295.5855907998,-4484263.209988649,4039979.8921290427
-2036566.4816651777,-4482124.496831676,4044205.271889072
-2039673.4271345718,-4482937.108675266,4041753.583102824
-2033528.477740157,-4485117.488533479,4042426.3629373605
-2036277.255128894,-4488032.685640595,4037835.6937581887
-2033616.878648722,-4484627.272063619,4042922.6142829703
-2040235.2931815202,-4483873.125508301,4040440.190639508
-2037704.6351806903,-4487833.781662487,4037340.293526094
-2033771.794819925,-4484229.795874416,4043283.3044395824
-2038156.842541869,-4482087.858278603,4043449.349795282
-2040229.7469272967,-4483840.900900095,4040478.4987552967
-2037527.8593539,-4487895.053963335,4037361.2489545406
-2039230.5473109153,-4486938.395431087,4037563.5014836118
-2037665.625295047,-4487328.007337749,4037917.495728664
-2040107.3522656695,-4483501.963640825,4040913.4977061045
-2035436.4836064412,-4487936.323356234,4038362.931478166
-2040477.267608648,-4484807.023659504,4039289.3092605597
-2036097.3087147775,-4490062.336550314,4035687.892619107
-2034584.2421961213,-4487554.69950077,4039210.4432003084
-2039141.0601733816,-4482446.926343965,4042560.625527755
-2039970.1216271948,-4484857.053426964,4039488.0825532763
-2040268.913678009,-4483864.519713331,4040432.845094598
-2035272.2276309396,-4482585.822784818,4044344.6659396905
-2037283.707943433,-4487980.124428632,4037389.700474484
-2040443.6981043995,-4484251.533069672,4039918.604777755
-2034047.42627849,-4487105.3113330025,4039974.73344173
-2036174.6864227362,-4482163.5956724575,4044358.339657052
-2037252.46596438,-4481964.100382977,4044038.642154846
-2033760.9714789295,-4484127.996836012,4043400.9679957493
-2033121.240471647,-4485212.349196617,4042525.6795175415
-2040222.2436735104,-4483628.432914507,4040716.524025573
-2033520.4920910774,-4484732.438402424,4042854.9196906635
-2038925.0883050552,-4482274.618319461,4042858.753900304
-2035359.4465227253,-4487969.864578054,4038364.522498276
-2036993.2155905843,-4490928.590892146,4034284.160871009
-2037428.5127885486,-4481937.974928332,4043979.2986610304
-2035450.3489125916,-4482431.964904826,4044425.122144009
-2040431.44860859,-4484647.500831545,4039488.142261029
-2039589.9696619583,-4482683.785746731,4042074.6867695325
-2036564.6513630939,-4482015.795552414,4044326.0429276014
-2040235.7588269766,-4488108.253952335,4035770.283605687
-2033668.3421876442,-4484213.426548264,4043353.153781637
-2038215.5188327099,-4481995.606640793,4043521.6867266055
-2040036.4089849899,-4486100.21200971,4038084.178486447
-2038423.1380381612,-4482036.876814558,4043372.223662126
-2040466.390751683,-4484566.262712553,4039560.2197108367
-2037742.9038414618,-4488369.750837163,4036730.1694739726
-2036010.297699142,-4482151.160449729,4044454.3629438444
-2039612.6089567626,-4482665.813121599,4042083.1676075417
-2035733.5928962934,-4488110.467807899,4038022.151405353
-2040224.6344572974,-4483457.744474822,4040903.5288509005
-2040043.8289500813,-4483142.062080714,4041342.134145364
-2033359.2339641354,-4485935.858399214,4041608.767368911
-2033559.3943319595,-4484390.596660033,4043212.3571171938
-2035293.3098671257,-4488017.951598913,4038344.6172230504
-2036376.4372674779,-4482011.273402254,4044425.2709779716
-2039757.4071188837,-4486876.307531446,4037368.1525095617
-2038674.5994705367,-4487521.941500398,4037198.452920758
-2036390.6706698132,-4488188.354099192,4037607.2639007587
-2034451.8448144416,-4484381.987742654,4042774.984662623
-2038570.8783750497,-4482043.484791992,4043290.961647312
-2029913.3516092312,-4483920.745149587,4045556.051534609
-2033353.171719744,-4486061.786554453,4041472.9538187906
-2037166.8702976773,-4481749.712516479,4044317.886455826
-2035533.233483356,-4488110.644759434,4038122.2795635015
-2034828.0808659082,-4481254.587118706,4046034.8846839746
-2036988.9185583326,-4479304.279009827,4047103.337086988
-2041463.425844072,-4483665.436290981,4040054.2435134365
-2033315.0909637974,-4485781.048312694,4041801.564876289
-2029581.4821619024,-4486918.73585753,4042416.6244449816
-2033418.3360257766,-4484631.048805105,4043017.863597911
-2036752.1243105454,-4488212.358277317,4037399.8109683204
-2033540.7464086204,-4486646.629633976,4040734.1811607275
-2039423.2890495732,-4482406.263584044,4042464.1438332843
-2033942.4880974884,-4484771.230178127,4042600.8473169277
-2039324.5753889994,-4487115.966901138,4037320.6288785366
-2035942.8748592546,-4482085.07246018,4044560.991621819
-2035519.0419024,-4481940.628444973,4044932.476476487
-2034523.097851742,-4487758.401230271,4039016.4566336977
-2033804.3415022537,-4487134.629647549,4040064.1234815274
-2039868.3847859895,-4482702.270328343,4041914.898528109
-2040056.6089227377,-4486279.977365874,4037875.8538602316
-2040565.8774591621,-4484890.875649448,4039152.485220599
-2039682.143178169,-4482573.017777705,4042150.667286835
-2037373.1981630195,-4488147.108559081,4037160.773703853
-2033481.3731286104,-4486629.357183412,4040782.9550329032
-2033214.186848187,-4485676.856247787,4041966.9719264857
-2040601.674679426,-4484493.845427961,4039572.328476243
-2036251.7421148475,-4488277.897697446,4037578.0965009746
-2038118.8247187193,-4481832.767738268,4043749.6500569815
-2037683.7243675224,-4488080.71315728,4037078.4960100176
-2031459.1152875316,-4486813.687256938,4041592.2896552864
-2039121.6208942991,-4482811.045612405,4042168.879362909
-2038453.6379312596,-4481897.187157974,4043510.9743785453
-2040609.525649872,-4484793.244157541,4039238.2788238865
-2036422.2328845176,-4488309.173414043,4037458.2441958766
-2039286.1725236052,-4487226.184828577,4037218.3309872835
-2033209.0001178891,-4485913.495527092,4041708.6493509784
-2034061.9514699825,-4487499.418845416,4039532.915517438
-2040540.2105660515,-4485178.019140526,4038848.731203351
-2035550.612136685,-4488237.954776836,4037973.2051207507
-2033174.3465095407,-4485422.181656271,4042267.7261245265
-2037340.8864928049,-4480955.808868125,4045106.1158211674
-2037215.5488475666,-4481744.712029125,4044299.0258647148
-2034188.729903668,-4487615.125912248,4039341.856270107
-2034796.3573429147,-4483815.957966158,4043226.588824375
-2034147.0281341453,-4483184.508306325,4044247.958243028
-2038252.0896477404,-4481808.918881008,4043709.2179766493
-2036663.5057339182,-4488323.07760724,4037322.1040637996
-2033301.2072225008,-4484595.464942273,4043115.74686914
-2036037.636928562,-4488328.458635115,4037629.5537587916
-2037592.6040055437,-4488166.577919568,4037029.446561738
-2033182.0985765248,-4485052.200581003,4042671.787527042
-2035040.4386962424,-4482423.648050094,4044639.5411623265
-2040434.4191923232,-4483412.624309698,4040848.235891241
-2035863.9453399677,-4482009.6646502465,4044683.657964863
-2038691.4720225488,-4481905.749438729,4043382.446108891
-2041604.0707822249,-4481229.805158174,4042669.359381854
-2036130.6971249369,-4479846.017175401,4046935.73950689
-2034376.6058565897,-4482912.7239811085,4044432.675648295
-2037113.8337031098,-4481709.408806543,4044388.88182716
-2035211.3127742712,-4482300.831831614,4044689.3994693714
-2033195.0413754703,-4484861.679136475,4042875.3767548543
-2033124.7089572474,-4485397.270228709,4042320.047931482
-2035150.3099190018,-4482333.627839526,4044683.783563184
-2040477.9494221692,-4485624.313159856,4038387.8203604114
-2037131.1455899512,-4488306.855010608,4037105.8361840625
-2040025.4336840122,-4482998.369936594,4041509.7806380354
-2038424.5213799602,-4481785.01121447,4043649.2392747574
-2035394.0026522565,-4482170.038771783,4044742.1367156166
-2036457.2534646397,-4488392.634794649,4037348.6838761256
-2040702.7204956962,-4484990.6405999055,4038973.964317989
-2038633.4370998626,-4487785.036813157,4036928.9733870476
-2037194.8657027052,-4481383.376211549,4044707.7929427195
-2033862.340926902,-4483399.857975578,4044153.060201502
-2035784.223671264,-4481985.308125029,4044750.431547454
-2035185.8538204727,-4488236.398730766,4038157.5613356936
-2034386.4081152147,-4482835.690993768,4044512.704454026
-2034703.1379897424,-4482578.414570914,4044637.7868519905
-2039348.776562093,-4482116.842019236,4042820.5711357873
-2037809.3484633283,-4481648.97918855,4044107.2561045177
-2036588.7056379656,-4481719.83507994,4044640.3260573624
-2040835.4845614645,-4489452.802989458,4033987.4845132423
-2035555.4669793523,-4481760.856119165,4045112.4557077824
-2034595.7472792875,-4482627.909317205,4044636.98599797
-2034868.3182543982,-4482431.419920272,4044717.155406037
-2036561.4770354847,-4488433.590496936,4037251.339450685
-2039262.07106953,-4482043.88767028,4042944.4258386362
-2033615.0134485927,-4487294.384980055,4039982.776132226
-2040722.139792602,-4483903.141252107,4040163.322994207
-2040566.772030348,-4483511.238677383,4040673.231943493
-2039604.1225116665,-4482245.668678825,4042550.6702819085
-2040595.7850380822,-4485627.550041649,4038325.2491200618
-2033153.0348820353,-4486494.7920782855,4041095.731573773
-2038946.0821188972,-4487669.623407979,4036899.6822643294
-2037567.0909225575,-4488298.804023778,4036896.428217473
-2037701.6662211034,-4488262.443261502,4036869.135702753
-2035130.7328027186,-4488293.489697178,4038122.212553187
-2034235.7722774614,-4482896.269091807,4044521.336589918
-2037467.5253617961,-4488329.512158151,4036912.423394402
-2038392.1389143225,-4487998.837157826,4036814.058039106
-2038046.038076788,-4481618.376072936,4044022.4848564076
-2039603.2286501282,-4487165.437056086,4037126.556549268
-2039321.0802744152,-4482025.964689408,4042934.6409242256
-2038953.3460778713,-4487689.979372335,4036873.60049169
-2040603.435644991,-4483657.241548308,4040493.8903681263
-2037782.4305357833,-4481576.19551251,4044200.986001715
-2040630.760402269,-4485686.791259028,4038242.4167142035
-2033082.2134627674,-4484685.686590075,4043125.921818348
-2039038.5373125277,-4487654.1369007025,4036870.4639231777
-2038745.6426022141,-4481746.869079899,4043530.5042863763
-2033101.0427176026,-4486451.045005463,4041170.000650895
-2040834.3563798517,-4485160.971712092,4038720.2441184646
-2034879.2438625665,-4482335.457941503,4044817.492933056
-2033013.5524065068,-4486129.108755638,4041568.777018817
-2036480.1388776896,-4481657.57290197,4044763.3378164736
-2038924.4712368543,-4487748.9350653235,4036823.053758309
-2033456.5876714874,-4481633.725602952,4046303.5739729227
-2040778.3471065394,-4485376.880488085,4038510.2267862684
-2035234.7599195738,-4482094.585824598,4044905.0669790623
-2036641.511125997,-4486647.474724507,4039180.6452750335
-2036433.5620992996,-4488547.40607452,4037189.8949439283
-2038622.0202944316,-4487600.094299663,4037138.6085135667
-2037986.1268296556,-4481529.006724989,4044151.0224984917
-2033903.8105393185,-4483091.021593226,4044472.8202270954
-2036497.33569838,-4488813.887443489,4036864.1387551986
-2036221.9852806826,-4488611.932246789,4037224.6880685557
-2040938.6488764347,-4484378.632047691,4039530.634783994
-2040372.3576571075,-4482779.379279282,4041577.5302751367
-2040282.3237063913,-4486529.653812102,4037487.540239047
-2040897.3846919197,-4483926.547464748,4040049.767172467
-2032920.9138850293,-4486136.452498565,4041607.065408085
-2040405.728646294,-4482801.485999615,4041536.4458891405
-2037933.3872368312,-4481491.936525712,4044218.3038710686
-2038632.2688190474,-4487999.787380954,4036692.7733107056
-2032861.5146673415,-4485414.141937172,4042433.2308270964
-2033306.6008692044,-4487125.328418221,4040323.6060158517
-2034607.0499094639,-4488243.450857373,4038439.602299242
-2037158.32435719,-4481465.748355687,4044635.265858149
-2033252.3169312142,-4487056.686379207,4040426.471936493
-2039995.004901398,-4482318.778506873,4042274.3377529513
-2040976.217195825,-4484269.458170561,4039632.199371099
-2038470.758924916,-4491064.099751098,4033394.917782724
-2036995.6990750046,-4481467.29027141,4044714.9948977125
-2037164.4962473144,-4488543.9192399215,4036827.7487503258
-2035994.5417407325,-4481680.862840492,4044980.804716589
-2033399.3132579073,-4483613.833887355,4044148.9748852914
-2033522.8219339575,-4483468.4328477895,4044247.45196814
-2032860.214600985,-4486045.864430929,4041737.341399709
-2038424.2865675793,-4488150.056627887,4036631.22583177
-2032828.0416625687,-4485231.6631801985,4042651.193306448
-2032880.6227933876,-4484895.004876381,4042996.066201577
-2034281.902239516,-4488110.8408946935,4038748.625515847
-2036390.9214608711,-4486695.67598785,4039252.972702484
-2038447.7953697057,-4488152.835905873,4036616.3901405823
-2036329.777855077,-4488655.069872382,4037123.1507845283
-2036351.9590438833,-4488654.522844104,4037112.6474532275
-2033355.3058925967,-4483676.977364263,4044101.3877850818
-2033749.8839806034,-4483123.606206195,4044513.9658384304
-2039262.4070661748,-4481768.196800056,4043248.2357367035
-2040280.2602798715,-4482503.821401734,4041927.4764510994
-2032789.8525151138,-4485235.38110784,4042666.2158373683
-2040379.1626670223,-4482621.0291382205,4041748.7205545832
-2037383.4427584524,-4481387.323429938,4044609.017074874
-2035324.1126546657,-4488569.892340412,4037720.621127175
-2039939.2136598686,-4487107.192529645,4037022.544015271
-2037716.532611479,-4487779.103928845,4037394.6242296104
-2037817.3467380796,-4481379.33024601,4044400.567513653
-2032911.903169151,-4486549.145670221,4041156.539660011
-2032802.412128993,-4486151.665205578,4041649.6275865813
-2040971.265218376,-4485309.138389973,4038488.3222801383
-2041008.8605637224,-4483871.697664801,4040054.427027795
-2036087.7056933253,-4481582.96115363,4045042.1028787564
-2034201.9648320505,-4488138.6269272,4038758.0144765615
-2039877.351791632,-4487195.98128893,4036955.6203423794
-2040542.7579138074,-4486348.744105831,4037556.60848195
-2039948.4345633627,-4487127.415453358,4036995.629059483
-2032914.5938113187,-4484504.387462229,4043409.753073326
-2038950.5300231515,-4483440.141759272,4041560.902817826
-2038733.4878589164,-4481520.055179565,4043786.676511839
-2035903.297170226,-4481624.7860195795,4045088.3229635754
-2042986.0804768633,-4486060.48762935,4036651.029575378
-2036036.9909199704,-4481571.545887063,4045080.083133234
-2034784.423346577,-4482148.037279271,4045071.622093603
-2037810.1132790796,-4488487.839683059,4036566.3112448514
-2040920.1659737607,-4485627.549495728,4038162.8268322847
-2040732.7757859016,-4486079.4818720445,4037758.353286714
-2034319.6280791694,-4488256.836937886,4038568.7595951734
-2041099.2774343374,-4483971.997435224,4039898.562777733
-2040409.1015589936,-4482492.260835147,4041875.7102343347
-2033224.7544826947,-4487339.197254208,4040128.7750008684
-2036416.0720342854,-4481422.471746543,4045054.6408565356
-2034303.0795800583,-4488300.038463706,4038529.411482691
-2040867.1868313835,-4483144.612827394,4040927.0527952574
-2038868.9113028375,-4486395.634426294,4038343.0296109878
-2039529.1535391295,-4481758.642596033,4043125.205887272
-2032719.3371031585,-4484860.157405301,4043115.24760585
-2037662.6246316577,-4485506.60493063,4039927.2856456186
-2041110.1116286248,-4485203.206047265,4038535.6011230242
-2037502.1121669854,-4488640.035794301,4036552.720290388
-2039612.9037337038,-4487566.970630126,4036678.979141261
-2039595.9779299705,-4487591.127749957,4036660.8184090555
-2039201.4002020247,-4487885.367683614,4036533.959563969
-2033696.2096518138,-4487916.9837833345,4039255.6392876357
-2035017.6191711638,-4481921.838891959,4045204.2645714777
-2038159.6132252621,-4481294.077241114,4044323.189424092
-2040359.7015696277,-4486822.098395301,4037126.3450003476
-2038530.7610206907,-4488292.729631529,4036420.600345451
-2039878.2501342935,-4481933.482922239,4042757.6276376694
-2041033.4402605349,-4485580.40477901,4038158.0905281077
-2040242.9144689632,-4486977.01474539,4037014.0106845987
-2041598.7929218775,-4484832.083941706,4038700.1114279935
-2036684.3856931024,-4489530.630781506,4035980.194933171
-2039450.4787344162,-4481669.988794351,4043262.3497875035
-2031161.6130642493,-4488017.860133017,4040413.5268733487
-2037555.9406244103,-4488664.031247722,4036499.309985731
-2038764.1545371884,-4481393.354666518,4043911.0218213154
-2040783.1732057065,-4482842.695145771,4041302.015755626
-2032814.575424823,-4486796.318737381,4040932.739004033
-2040875.0301038113,-4482972.176576567,4041113.254614845
-2035247.9667847939,-4481749.297626857,4045279.1705833585
-2037396.6725106526,-4488734.92996972,4036500.8848729543
-2036366.0792485732,-4481340.025599213,4045170.5786054977
-2032791.945348729,-4484337.53584231,4043655.1366168633
-2034237.5116045102,-4488369.390842272,4038485.7741698436
-2038880.3025149712,-4481395.450065658,4043850.5542137395
-2035673.8614338732,-4481551.419672853,4045284.099326638
-2032914.55718828,-4484035.683751238,4043926.5664751334
-2034117.3421461338,-4488303.019819385,4038619.1260244683
-2041077.470870839,-4483262.209886519,4040692.0969975335
-2037195.1532397196,-4488790.603247407,4036540.403263412
-2035660.714322172,-4481545.567375452,4045297.135074999
-2035227.368708924,-4488763.111803612,4037556.017668112
-2035924.416897328,-4481434.056099668,4045288.0477344696
-2040510.2046141294,-4482380.765804965,4041948.02124536
-2036723.3251005292,-4491234.361117091,4034082.155710403
-2042390.3989220804,-4487004.848249065,4035908.040405178
-2040688.9375543315,-4486492.469579656,4037324.941493893
-2033731.3131148627,-4488084.000785379,4039053.908619492
-2039865.1252112344,-4481810.238525382,4042900.0893938327
-2038805.1438609718,-4488245.53176828,4036335.2529284176
-2041315.6819196672,-4484558.341770328,4039143.6992726964
-2037915.9292166876,-4481881.066294202,4043797.9889542866
-2037264.800610434,-4488809.600702983,4036484.5829852214
-2035025.8975233175,-4488743.625399298,4037678.3834240353
-2033516.6467502003,-4487927.196777006,4039334.2884988063
-2036590.7069726572,-4481229.100768506,4045180.410070704
-2041248.6259216652,-4483688.179966116,4040136.720090377
-2035162.8620842441,-4481703.32755464,4045372.4707442597
-2036271.5509333448,-4488644.689396055,4037163.751530805
-2041172.347687411,-4485574.700031344,4038094.8273696513
-2033684.399134764,-4488109.126945621,4039049.694993447
-2037681.1228104087,-4488742.116060234,4036350.5324923997
-2041273.9356141796,-4485205.887320005,4038450.6153641003
-2040477.8715746626,-4482257.073746548,4042100.5944163986
-2036900.871360247,-4481157.424776678,4045104.1359496345
-2033125.816673352,-4483484.633656996,4044428.375962761
-2037402.5858008547,-4481112.35115204,4044902.617651139
-2040829.4076581723,-4482676.525319716,4041462.0850861636
-2037577.3464390878,-4481107.336414266,4044820.641389482
-2036755.8795781017,-4488843.028961034,4036702.549982813
-2037956.910267046,-4481120.581798743,4044615.983087191
-2039980.9875211408,-4487228.085946878,4036868.32946471
-2040722.1869261353,-4486572.886915549,4037219.624426365
-2033523.0870429196,-4482922.430854688,4044849.343761548
-2035762.3683098196,-4488943.067083494,4037089.7149408665
-2034221.5684553361,-4482263.084575854,4045226.6011032336
-2033036.3098585517,-4483577.800846034,4044370.4668923873
-2041307.9320056667,-4483697.601196263,4040096.636659388
-2037935.7683254555,-4481094.356294479,4044655.4855789994
-2041406.94877308,-4484424.536089515,4039245.5352676664
-2032978.7674085407,-4483646.606167084,4044323.4142547715
-2038867.0557467646,-4488307.686844481,4036235.7201261353
-2031242.3743753429,-4485242.448380215,4043433.2712793374
-2039336.4081005275,-4488022.827939708,4036314.7945120893
-2041083.0304090073,-4485978.821150814,4037693.9640309783
-2041422.099076509,-4484482.212693385,4039174.3547477312
-2040642.7300010675,-4488085.143315372,4035591.988324418
-2038543.9342184884,-4481953.377182803,4043403.806133444
-2032401.6457723456,-4485473.237228883,4042598.3360095876
-2032833.760280615,-4483869.57648174,4044150.1735296794
-2037406.0171822887,-4490581.743882551,4034459.899552605
-2034528.2412475229,-4488718.83176855,4037954.9057188486
-2032704.359696371,-4487022.753355596,4040738.257892361
-2038674.8615192266,-4481175.692534219,4044195.7276690165
-2038315.6813075787,-4488600.386030094,4036189.0708194557
-2032394.5079686355,-4485922.09834117,4042106.993510614
-2038502.523069581,-4488517.295035438,4036187.132612365
-2032401.027925113,-4485996.0745049305,4042022.1623713374
-2034124.4616069095,-4482288.964349697,4045246.688936858
-2041423.2075895893,-4484019.80170666,4039683.6563716214
-2039721.734698506,-4487772.064848065,4036398.347766473
-2033492.2540111234,-4482864.4251911985,4044928.739705273
-2032466.015199458,-4484780.407695784,4043330.0224950905
-2036197.834696942,-4481211.806200612,4045396.196782454
-2034344.5269433695,-4485144.775917632,4041987.6664224085
-2041288.0255525587,-4485558.623620933,4038054.631483644
-2034177.2531181683,-4482200.6417222135,4045317.6403279663
-2040650.6308008505,-4486789.199694842,4037016.9462035494
-2032360.095725796,-4485963.7795238895,4042078.2664074623
-2038038.4368126623,-4488741.2287923405,4036172.5977785927
-2040711.3487792113,-4483769.987308293,4040315.542439478
-2032548.9283293956,-4484392.794969312,4043715.890259656
-2039687.1423074128,-4481494.105313108,4043337.778438551
-2039088.5307992494,-4488270.254151913,4036166.097385707
-2043699.1524983554,-4485966.702524647,4036397.390569214
-2036875.5934254988,-4483439.543075792,4042600.5179388872
-2040848.7854773856,-4482460.785501697,4041690.258098267
-2034208.1311401727,-4482083.659141043,4045431.164773688
-2041051.015371282,-4486309.239854121,4037345.673168349
-2036550.272536894,-4481810.307211241,4044559.8151195324
-2037342.5537845732,-4488961.453098493,4036278.2174739013
-2041234.0552637517,-4485907.933506808,4037696.50446498
-2038367.6335866305,-4481019.451874654,4044521.8335022745
-2032725.1134867016,-4483845.95858221,4044230.6159876003
-2035392.2083598832,-4489035.950613373,4037172.6462925794
-2035977.921017497,-4481188.866123928,4045531.6050359984
-2037744.6014892317,-4488905.1362229595,4036139.0008203615
-2039158.7956346183,-4488284.93066368,4036114.732227101
-2032642.5217345727,-4483979.816540609,4044124.3785846704
-2034089.276374138,-4488612.911772202,4038291.490597399
-2032275.479180321,-4485961.583537749,4042123.0566140595
-2037633.2925038927,-4488937.953127357,4036158.550983436
-2040499.7494676542,-4487152.619887325,4036691.7860498386
-2040018.8719565491,-4480704.390148772,4044042.419830273
-2035883.9184181634,-4489121.626888807,4036831.9718574574
-2035214.7800603926,-4489036.282526597,4037261.1216021185
-2035047.2939284528,-4488882.885313226,4037514.121210742
-2032588.0235415814,-4487128.110306484,4040680.3422228536
-2040796.5330115475,-4486788.124374968,4036945.0762110376
-2039357.049206548,-4481250.263976358,4043771.9221853535
-2041076.189994109,-4486413.057103095,4037218.5983993392
-2041557.3963211458,-4485041.862822506,4038489.5361426007
-2032585.0503123838,-4483983.720968116,4044148.850433194
-2038974.9411402459,-4481084.172738289,4044146.3830350526
-2039599.448704596,-4481317.64065728,4043576.258888367
-2032910.7080463592,-4487718.564047756,4039867.731505633
-2040176.3094255838,-4487569.336928651,4036394.263517421
-2033439.1627192094,-4488258.365036773,4039007.93824704
-2036542.9401847054,-4489171.778226388,4036446.6916626203
-2032202.49461389,-4485872.368682329,4042257.9699387103
-2038537.753622021,-4488674.251889971,4035996.4306775997
-2039013.4213429436,-4485092.902787311,4039707.069491415
-2034424.320729998,-4481357.193989925,4046123.919198551
-2033952.5591028205,-4482212.084412752,4045417.5315629174
-2041501.0931265599,-4484812.740963749,4038770.3589930125
-2033710.3277305018,-4482416.335166713,4045313.6129036434
-2034197.5392599318,-4488747.540956062,4038088.8387693716
-2040712.4748524325,-4482096.706613112,4042159.9462883137
-2032198.4948241329,-4485940.53595701,4042184.811120296
-2038823.1374940283,-4481022.246635217,4044290.673658885
-2040941.7515999312,-4486629.494868487,4037047.2685563825
-2034502.9536925175,-4488892.5157542685,4037776.0627807826
-2039831.3125296049,-4487900.849151131,4036201.4821185204
-2038535.7061405526,-4480940.589786093,4044524.6305344463
-2040191.028888138,-4481617.3664408885,4042949.5657707914
-2033214.3920326333,-4482900.502403825,4045028.0908694323
-2041596.6415281212,-4483719.117159655,4039928.3514259593
-2032877.1179165859,-4483359.1494269855,4044691.2630778356
-2032291.6865901477,-4486614.418486107,4041395.1222059135
