-2032936.2963125422,-4485229.059908279,4042591.737070111
-2032856.8150762618,-4485152.189959926,4042716.1515532634
-2033072.981975604,-4487017.808320997,4040551.227759002
-2032025.983620886,-4484057.2532690205,4044337.2142959777
-2036717.7786239274,-4483832.104618839,4042240.3621679903
-2035089.4297859387,-4487338.616930805,4039188.7929442376
-2032475.3047263478,-4486816.948345986,4041071.4258336197
-2031757.3725279728,-4483326.157969776,4045276.246453794
-2033564.0582780284,-4485832.143226799,4041613.3108567195
-2032755.7320568808,-4485909.750196488,4041931.6495536263
-2031117.9739222724,-4487071.245071581,4041468.8217903376
-2033170.2387636232,-4485666.024965334,4041993.239831112
-2033873.0798835615,-4484748.072146921,4042653.745215824
-2031684.7363701162,-4486524.126808283,4041789.178578659
-2035813.41819957,-4485808.770575081,4040514.1019293196
-2030315.6284852712,-4485652.3819535775,4043433.3139703544
-2034449.5441990276,-4486319.413633798,4040633.302898064
-2030828.4412773568,-4487584.136872124,4041047.6626220574
-2035721.6004037256,-4483797.173797605,4042777.265729042
-2032827.8222711948,-4484180.627083463,4043801.048362501
-2030376.6918534476,-4483386.345534805,4045898.5172769707
-2030379.8024034952,-4483122.309328907,4046187.576454186
-2029467.0358091977,-4484727.533005109,4044875.2432050556
-2036142.721097422,-4481694.119523732,4044882.3811221737
-2035931.2004175445,-4481825.15686559,4044843.921032598
-2037194.4419501317,-4487040.744918895,4038463.3951239455
-2036955.614244673,-4483851.784978093,4042099.6349666542
-2031252.3426671512,-4488428.566499863,4039904.3218757967
-2038645.6573896394,-4485228.444569671,4039735.4963163156
-2036263.596806888,-4485166.0206471225,4040997.502838147
-2036342.8403912846,-4481383.608019355,4045124.0352951246
-2036040.784344825,-4489738.559097313,4036062.271479987
-2028575.7248117374,-4485593.9892247,4044364.984854339
-2035804.8554369947,-4479641.447491846,4047309.182193741
-2034647.2236720088,-4490936.199978816,4035436.7550721243
-2034012.7403162299,-4486340.637199059,4040828.32569836
-2032275.6307060889,-4480119.8172218455,4048544.838154561
-2035821.7098398847,-4479084.269824454,4047913.2458595037
-2037683.6227681446,-4481724.544165249,4044078.0456456123
-2037877.3007241061,-4488198.549085123,4036842.887135573
-2038479.4496794634,-4488033.996072576,4036722.6223257543
-2039624.6216977157,-4481902.844514873,4042909.6739705643
-2034597.9588792205,-4479774.88545054,4047765.2808361687
-2041792.1066522617,-4486649.797239965,4036588.046442543
-2038760.8988038297,-4484390.126942265,4040602.084371026
-2031856.5675835398,-4483855.63250453,4044643.791310984
-2041614.4811873727,-4481046.053593276,4042855.410351136
-2040212.049316319,-4488848.2813084815,4034953.4400013615
-2036905.225819501,-4483469.344403632,4042546.211997129
-2031119.6918522352,-4482969.163351286,4045987.257262708
-2033844.9157772213,-4480279.2812284725,4047586.6649721316
-2039002.9911308165,-4480072.505795986,4045235.5595856523
-2041002.0489064078,-4483656.841386044,4040286.5199976806
-2037277.2305973796,-4485136.735317433,4040522.282277096
-2035633.0113718654,-4491102.78285745,4034758.727025551
-2041277.5056180079,-4486006.158289499,4037557.014674541
-2030628.6944658295,-4485075.630126482,4043912.6334267207
-2036445.0242818191,-4489647.530623443,4035960.2729723253
-2033479.0040038587,-4489416.160488395,4037701.0286261393
-2039466.2772515896,-4481535.967567627,4043392.966464875
-2035998.919051844,-4488037.009205398,4037962.591710548
-2042652.5911755834,-4484163.926685597,4038898.7376007256
-2033941.598883972,-4483799.12598143,4043664.941210985
